,reviewrating,reusefulcount,recoolcount,refunnycount,friendcount,fancount,tipcount,reviewcount,firstcount,usefulcount,coolcount,complimentcount,funnycount,busrating,buscateg,pricerange,monmembership,firstreview,maxReviewDay,avgReviewDay,avgpostedrating,avgreviewlen,polarity,subjective
214,4,0,0,0,4,2,0,33,0,13,2,0,8,3.5,1,1,0,0,12,4,3,68,0.2,0.4
215,3,1,0,0,9,0,2,19,2,14,6,3,2,4.0,1,1,29,0,5,2,3,464,0.31,0.6316666666666667
216,4,0,0,0,120,6,23,133,2,73,30,17,12,4.0,1,1,20,0,24,2,3,467,0.3666666666666667,0.5033333333333333
217,5,0,0,0,133,4,11,251,6,183,94,38,73,4.0,1,1,29,0,13,4,3,733,-0.060317460317460325,0.2968253968253968
218,5,0,0,0,0,0,0,7,0,15,1,0,3,4.0,1,2,4,0,2,1,3,917,0.22499999999999998,0.5907407407407407
219,5,0,0,0,0,0,0,1,0,0,0,0,0,3.5,1,2,0,0,1,1,5,321,0.5964285714285714,0.6339285714285714
220,4,0,0,5,9,1,0,35,2,49,26,8,41,4.0,1,0,5,0,10,1,3,1163,-0.05714285714285716,0.6928571428571428
221,4,0,0,0,891,136,0,1076,117,6144,4881,8555,4224,4.0,1,2,47,0,24,1,3,726,0.32,0.34500000000000003
222,4,0,0,0,4,2,0,33,0,13,2,0,8,3.5,1,1,0,0,12,4,3,68,0.2,0.4
223,1,0,0,0,1,0,0,2,0,1,0,0,0,3.5,0,2,0,0,2,2,1,1722,0.22642857142857142,0.4869047619047619
224,5,0,0,0,0,0,0,3,0,2,0,0,0,4.0,1,1,0,0,1,1,5,852,-0.0020833333333333155,0.50625
225,4,0,0,0,61,0,9,202,6,108,42,18,42,3.5,0,2,7,0,30,3,3,507,0.4,0.6166666666666667
226,3,3,2,2,241,24,1,811,69,2907,2164,2031,2138,4.0,1,1,30,0,8,1,3,649,0.21931818181818177,0.4435606060606061
227,5,1,1,1,84,5,40,373,17,932,660,186,600,3.5,0,2,5,0,17,2,3,453,0.8,0.75
228,3,2,0,0,165,25,5,932,74,730,263,68,171,3.5,0,2,24,0,21,3,3,530,0.24444444444444446,0.4666666666666666
229,5,1,0,0,16,0,0,22,0,21,3,3,6,4.0,1,2,2,0,8,5,4,590,0.3333333333333333,0.3333333333333333
230,4,0,0,0,1,0,0,5,0,0,0,1,0,4.0,1,1,1,0,4,2,4,342,0.5333333333333333,0.5
231,2,0,0,0,0,0,0,1,0,0,0,0,0,4.0,0,1,0,0,1,1,2,483,0.1888888888888889,0.637037037037037
232,4,0,1,0,61,4,9,280,2,258,115,32,56,4.0,1,2,6,0,7,1,3,708,0.34523809523809523,0.39999999999999997
233,5,0,0,0,0,0,0,3,1,0,0,0,0,4.0,1,1,0,0,1,1,3,727,0.3272727272727272,0.38181818181818183
234,1,0,0,0,0,0,0,2,0,0,0,0,0,2.5,0,2,2,0,1,1,2,887,0.31212121212121213,0.45
235,5,0,0,0,1,0,0,24,1,2,0,0,1,4.0,0,2,2,0,15,4,3,647,0.43125,0.5625000000000001
236,5,0,0,0,15,0,0,28,1,39,8,2,14,4.0,1,1,8,0,9,1,3,1060,0.16614357864357865,0.46765873015873016
237,4,2,2,0,308,21,137,453,31,1068,743,515,948,3.5,0,1,14,0,10,2,3,1278,0.15525362318840583,0.434963768115942
238,5,4,2,2,378,47,19,712,47,2155,1455,1403,1301,4.0,1,1,43,0,12,1,3,916,0.4274122807017544,0.6291666666666665
239,5,0,0,0,0,0,0,4,0,0,0,0,0,4.0,1,1,0,0,3,2,4,1284,0.37878787878787873,0.5
240,4,0,0,0,0,0,9,4,0,1,2,0,0,3.5,1,1,12,0,2,1,3,623,0.26111111111111107,0.5361111111111111
241,5,0,0,0,0,0,0,4,0,2,1,0,1,4.5,1,2,0,0,3,2,3,241,0.3,0.1
242,5,0,0,0,0,0,0,3,0,2,2,0,0,4.5,1,1,14,0,2,1,5,781,0.22727272727272727,0.1878787878787879
243,4,0,0,0,28,0,1,4,0,0,0,1,0,3.5,1,1,0,0,4,4,4,438,0.6533333333333333,0.8033333333333333
244,4,0,0,0,0,0,0,13,0,0,1,0,0,3.5,1,2,1,0,10,6,3,158,-0.028000000000000008,0.42800000000000005
245,1,0,0,0,0,0,0,3,0,2,1,0,1,4.0,1,2,0,0,3,3,3,949,0.13712121212121212,0.5583333333333335
246,4,0,0,0,0,0,0,4,0,0,0,0,0,3.5,1,1,9,0,3,2,4,355,0.5357142857142857,0.6428571428571429
247,5,0,0,0,0,0,0,5,0,0,0,1,0,4.0,1,2,0,0,3,1,5,174,0.3333333333333333,0.8166666666666668
248,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,5,1062,0.33792335115864536,0.5850713012477718
249,3,6,2,3,344,40,117,269,25,1271,1013,1063,1214,4.0,1,2,13,0,5,1,3,1297,0.08154761904761904,0.1961309523809524
250,5,0,0,0,11,0,0,18,2,4,2,1,3,4.0,1,1,2,0,4,2,3,559,0.19999999999999998,0.4101923076923077
251,5,0,0,0,2,0,0,30,2,8,1,1,5,4.0,1,1,9,0,10,3,3,584,0.4000000000000001,0.9
252,4,2,2,1,114,26,0,247,25,1038,889,1358,573,3.5,0,2,43,0,7,1,3,1122,0.2260416666666667,0.49895833333333334
253,5,0,0,0,10,0,0,3,0,0,0,0,1,4.5,1,2,1,0,3,3,4,321,0.2,0.3
254,5,2,0,0,8,0,0,49,2,34,7,2,4,4.0,1,1,32,0,4,1,3,646,0.1378205128205128,0.49999999999999994
255,5,0,0,0,0,0,0,4,0,0,0,0,0,4.0,1,1,1,0,2,1,4,452,0.5299999999999999,0.67
256,4,0,0,0,0,0,0,1,0,0,0,0,0,3.5,1,1,0,0,1,1,4,477,0.11515151515151517,0.5685185185185184
257,2,0,0,0,1,0,0,32,0,8,3,1,0,4.0,1,2,10,0,9,4,3,652,0.2911255411255412,0.6138528138528139
258,4,0,0,0,21,3,6,177,1,104,39,10,20,4.0,1,1,40,0,7,1,3,1027,0.19516280820628643,0.5284679089026915
259,2,1,0,0,0,0,0,29,5,35,3,0,11,3.5,0,1,30,0,10,2,2,756,0.33614718614718614,0.42386363636363633
260,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,5,3252,0.10857575757575759,0.2705151515151515
261,2,0,0,0,8,0,0,16,0,7,2,1,1,3.5,1,1,4,0,5,1,3,531,0.35147186147186155,0.5674987974987975
262,4,0,0,0,0,0,0,12,0,3,5,0,1,4.0,1,1,0,0,12,12,4,714,0.38333333333333336,0.5222222222222221
263,4,0,0,0,4,0,0,7,0,7,2,0,0,4.0,1,1,7,0,5,3,4,678,0.3235294117647059,0.6352941176470589
264,5,0,1,1,0,0,0,6,0,7,3,0,2,4.0,1,1,4,0,3,1,3,458,0.25,0.4944444444444444
265,5,1,0,0,61,3,0,28,6,92,51,6,45,4.0,1,2,33,0,4,1,4,563,0.396875,0.4593750000000001
266,5,0,0,0,94,2,15,70,2,18,4,2,5,3.5,0,2,12,0,5,1,3,141,0.7,0.875
267,4,2,0,0,11,0,0,33,1,13,6,1,5,4.0,0,2,8,0,7,3,3,847,0.30734126984126986,0.5647486772486772
268,1,0,0,0,1,0,0,1,0,1,0,0,1,3.5,1,2,18,0,1,1,1,262,0.0,0.0
269,5,0,0,0,4,1,0,160,12,56,11,6,11,4.0,1,2,38,0,9,2,4,444,0.7000000000000001,0.7833333333333333
270,1,4,0,2,2,0,0,2,1,4,0,0,2,3.5,0,1,13,0,1,1,3,857,0.07017195767195766,0.3363756613756614
271,5,1,1,1,35,2,54,223,13,117,37,20,28,4.0,1,1,9,0,22,5,3,252,0.25257142857142856,0.5215714285714286
272,5,0,0,0,0,0,0,7,0,1,0,0,1,4.0,1,1,3,0,1,1,4,515,0.8,0.75
273,2,0,0,0,119,5,47,293,4,262,98,113,45,3.5,1,1,5,0,9,2,3,463,0.18888888888888888,0.5888888888888889
274,2,0,0,0,1,0,0,4,1,1,3,0,5,4.5,1,1,0,0,2,1,2,762,0.20999999999999996,0.38388888888888895
275,5,0,0,0,3,0,0,14,2,5,1,0,0,3.5,1,2,45,0,4,1,3,342,0.3154761904761905,0.48095238095238096
276,4,0,0,0,0,0,0,15,0,0,0,0,0,3.5,1,1,4,0,12,5,3,46,0.8,0.75
277,1,0,0,0,0,0,0,2,0,3,0,0,0,3.5,1,1,0,0,2,2,3,371,0.22999999999999998,0.39
278,4,6,3,3,271,53,0,717,52,1925,1257,833,905,4.5,1,3,51,0,9,1,3,1271,0.1418181818181818,0.3750928641251221
279,5,6,1,0,181,27,1,995,48,916,521,155,215,4.0,0,2,39,0,19,3,3,1524,0.16176470588235292,0.5299019607843137
280,2,0,0,0,3,0,9,14,0,1,0,1,1,4.0,1,1,6,0,6,4,3,190,0.0,0.1
281,2,0,0,0,1,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,2,4114,0.23968253968253964,0.3728174603174604
282,5,0,0,0,0,0,0,1,0,1,0,0,0,4.0,1,1,0,0,1,1,5,199,0.4666666666666666,0.5666666666666668
283,5,0,0,0,0,0,0,7,0,3,1,0,0,3.5,1,1,0,0,7,7,4,93,0.4428571428571428,0.6928571428571428
284,2,0,0,0,23,1,72,33,1,14,3,1,6,4.0,0,1,21,0,6,2,3,306,0.38737373737373737,0.5523569023569024
285,5,0,0,0,0,0,0,8,0,0,0,0,0,3.5,1,1,0,0,2,1,4,638,0.14821428571428572,0.2879761904761905
286,4,0,0,0,9,3,0,394,33,129,64,10,21,4.0,1,2,56,0,19,4,3,371,0.36875,0.51875
287,2,0,0,0,0,0,0,3,0,3,0,0,0,4.0,1,3,20,0,1,1,2,1181,0.2538510101010101,0.43386994949494945
288,4,0,0,0,68,7,3,132,0,154,84,24,22,4.0,1,2,2,0,10,2,3,721,0.3913832199546486,0.49416099773242644
289,1,0,0,0,1,0,0,3,2,2,0,2,0,3.5,0,2,0,0,1,1,3,877,-0.05250626566416038,0.30889724310776945
290,3,0,0,0,0,1,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,3,731,0.29444444444444445,0.4462962962962963
291,5,0,0,0,0,0,0,11,1,5,3,0,1,3.5,0,1,0,0,11,11,3,475,0.31875000000000003,0.2333333333333333
292,2,0,0,0,0,0,0,3,0,0,0,0,0,3.5,0,2,0,0,3,3,3,511,0.26666666666666666,0.5694444444444444
293,1,2,0,0,4,0,20,20,0,20,12,5,7,3.5,1,1,13,0,3,1,3,283,-0.08333333333333331,0.48333333333333334
294,2,0,0,0,2,0,1,10,0,5,1,0,1,4.0,1,1,1,0,3,1,3,620,0.14444444444444446,0.6138888888888889
295,4,0,0,0,8,0,0,31,0,29,9,1,4,4.0,1,1,30,0,4,1,3,718,0.31666666666666665,0.65
296,4,2,1,2,33,10,18,173,10,200,99,12,126,3.5,0,1,10,0,8,1,4,808,0.13166666666666665,0.45500000000000007
297,2,0,0,0,0,0,0,8,0,2,2,0,0,4.0,1,2,13,0,2,1,4,504,0.6,0.6199999999999999
298,4,0,0,0,2,0,0,98,0,29,18,4,5,4.0,1,2,53,0,6,2,3,566,-0.06666666666666665,0.48333333333333334
299,2,0,0,0,0,0,0,9,0,5,2,0,1,4.0,1,0,0,0,8,4,4,634,0.11249999999999999,0.5496527777777779
300,2,0,0,0,0,0,0,1,0,1,0,0,0,4.0,1,1,0,0,1,1,2,1649,0.09482758620689659,0.40057471264367817
301,5,0,0,0,37,0,0,8,0,1,0,0,0,4.0,1,1,0,0,3,2,4,317,0.35000000000000003,0.6192307692307693
302,5,1,0,1,159,18,0,427,36,665,346,143,373,4.0,1,1,32,0,13,2,3,1212,0.21893939393939393,0.2939393939393939
303,5,0,0,0,0,0,0,5,0,0,0,0,0,4.0,1,1,1,0,1,1,4,409,0.3447916666666666,0.4937500000000001
304,4,0,0,0,0,0,0,18,1,19,11,1,5,3.5,1,2,30,0,4,1,3,1315,0.13523809523809524,0.4102380952380952
305,4,0,0,0,0,0,0,13,0,1,0,0,1,4.0,2,3,0,0,13,13,3,300,0.2125,0.8875
306,4,0,0,0,0,0,2,45,2,39,16,3,14,4.0,1,2,4,0,3,1,2,272,0.5125,0.575
307,3,0,0,0,2,1,0,17,1,11,1,1,5,3.5,1,1,21,0,3,1,3,907,0.07521645021645018,0.37857142857142856
308,5,0,0,0,3,0,0,1,0,1,1,0,1,4.0,1,1,0,0,1,1,5,846,0.24235764235764237,0.5200244200244201
309,5,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,2,0,0,1,1,3,384,0.3,0.55
310,5,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,2,22,0,1,1,4,410,-0.09,0.62
311,5,0,0,0,0,0,0,3,0,2,0,0,0,3.5,1,1,0,0,2,1,4,675,0.31577380952380946,0.6086309523809523
312,4,0,0,0,55,7,9,137,3,90,52,24,49,3.5,0,2,25,0,13,2,4,383,0.5933333333333334,0.7
313,5,0,0,0,0,0,0,7,0,1,0,0,1,4.0,1,1,18,0,4,2,3,357,0.04999999999999999,0.6
314,5,0,0,0,0,0,0,5,1,2,0,0,0,4.0,1,1,22,0,2,1,3,469,0.28500000000000003,0.6599999999999999
315,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,0,0,0,1,1,1,1130,-0.12129629629629629,0.42777777777777787
316,4,5,5,5,28,4,0,24,0,101,75,25,84,4.0,1,2,21,0,4,2,3,865,0.27499999999999997,0.725
317,3,0,0,0,0,0,0,6,1,0,0,0,0,3.5,2,2,0,0,4,2,3,468,0.1571428571428571,0.49214285714285716
318,1,2,0,2,6,0,0,39,2,19,10,2,7,3.5,0,1,27,0,7,2,3,446,0.07647058823529411,0.3906862745098039
319,5,0,1,0,38,8,48,166,1,283,119,19,100,4.0,1,1,26,0,11,3,4,832,0.3418650793650793,0.5585317460317459
320,4,0,0,0,4,0,0,107,0,11,1,1,5,3.5,1,2,6,0,3,1,2,351,0.8,0.75
321,4,0,0,0,0,0,0,8,0,0,0,0,0,4.0,1,1,0,0,5,4,4,284,0.302,0.378
322,4,0,0,0,0,1,0,9,0,0,0,0,0,4.0,1,2,23,0,2,1,3,355,0.175,0.4125
323,3,0,0,0,0,0,0,4,0,5,2,0,0,3.5,1,1,0,0,4,4,4,1409,0.17500000000000002,0.5798611111111112
324,4,0,0,0,9,3,2,25,0,11,1,3,3,3.5,1,1,39,0,5,1,4,883,0.30575757575757573,0.41030303030303034
325,4,1,1,1,95,3,10,152,1,160,88,1,65,4.0,1,1,33,0,10,2,3,672,0.23043478260869565,0.5985135637309551
326,5,0,0,0,0,0,0,5,0,2,2,1,0,4.0,1,1,2,0,3,2,4,105,0.10000000000000003,0.85
327,4,0,0,0,0,0,0,1,0,1,1,0,1,4.0,1,1,0,0,1,1,4,566,0.3724867724867725,0.7039682539682539
328,3,0,0,0,0,0,0,3,0,2,0,0,0,4.0,1,1,1,0,2,1,2,2041,0.0670995670995671,0.5008658008658009
329,4,0,0,0,0,0,0,4,0,0,0,0,0,4.0,1,1,7,0,2,1,3,457,0.35624999999999996,0.60625
330,5,0,0,0,0,0,0,11,0,3,0,0,0,4.0,1,1,17,0,6,2,3,670,0.5333333333333333,0.6166666666666667
331,5,0,0,0,0,0,0,1,0,0,0,0,0,3.5,1,1,0,0,1,1,5,130,0.2833333333333333,0.3833333333333333
332,5,0,0,0,0,0,0,6,1,9,2,0,1,3.5,1,1,0,0,3,2,4,510,0.25,0.21666666666666667
333,4,0,0,0,0,0,0,15,0,2,0,0,1,4.5,1,0,4,0,8,2,3,250,0.5875,0.6125
334,4,0,0,0,1,0,0,2,0,0,0,0,0,3.5,0,1,1,0,2,2,4,626,0.412962962962963,0.662962962962963
335,2,2,2,1,273,47,0,774,53,1846,1439,732,1565,3.5,1,1,25,0,11,1,3,668,-0.08205128205128204,0.6282051282051282
336,1,0,0,0,0,0,0,10,0,0,0,0,0,4.0,1,0,0,0,8,3,3,70,0.49000000000000005,0.53
337,4,0,0,0,51,4,1,96,0,108,33,16,70,4.0,1,2,35,0,9,1,3,536,0.7,0.6000000000000001
338,1,0,0,0,0,0,0,2,0,1,1,0,0,3.5,0,2,0,0,2,2,1,506,0.044230769230769226,0.5057692307692309
339,5,0,0,0,0,0,0,6,0,1,0,0,0,4.0,1,0,0,0,4,2,4,350,0.08333333333333333,0.4166666666666667
340,5,0,0,0,0,0,0,4,0,0,0,0,0,4.0,1,1,0,0,4,4,4,293,0.12175925925925925,0.5685185185185184
341,3,0,0,0,3,0,2,5,0,1,1,0,0,3.5,0,2,11,0,3,1,3,180,0.1,0.35
342,5,0,0,0,11,0,61,35,5,37,5,7,9,4.0,1,2,52,0,7,2,3,553,0.6,1.0
343,5,0,0,0,2,0,0,24,1,12,2,0,1,3.5,1,1,19,0,11,2,4,212,0.0,0.0
344,1,0,0,0,0,0,0,5,0,1,0,0,0,4.0,1,1,0,0,3,1,3,1293,0.08,0.3866666666666667
345,4,0,0,0,0,0,0,9,0,0,0,0,0,4.0,1,1,1,0,5,3,4,719,0.4681818181818182,0.625
346,4,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,4,150,0.6666666666666666,0.65
347,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,5,117,1.0,0.3
348,4,0,1,0,61,4,9,280,2,258,115,32,56,4.0,1,2,6,0,7,1,3,708,0.34523809523809523,0.39999999999999997
349,1,0,0,0,0,0,0,5,0,2,0,0,1,4.0,1,1,0,0,5,5,1,182,0.5,0.5
350,4,0,0,0,12,0,0,13,0,15,5,1,0,4.0,1,1,0,0,3,1,4,569,0.2235714285714286,0.5374603174603174
351,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,5,264,0.5,0.6
352,4,0,0,0,0,0,0,7,0,0,1,0,0,4.0,1,1,16,0,6,3,4,364,0.5285714285714286,0.7999999999999999
353,4,0,0,0,2,1,0,6,0,2,1,0,2,4.0,1,2,0,0,2,1,4,1033,0.24185374149659863,0.6203344671201814
354,5,0,0,0,0,0,0,1,0,0,1,1,0,4.0,1,0,0,0,1,1,5,1681,0.16143374741200836,0.6184316770186334
355,4,0,0,1,4,0,0,15,1,5,2,1,10,4.0,1,1,29,0,4,1,3,716,0.0,0.22121212121212122
356,3,0,0,0,0,0,13,5,2,12,2,0,3,4.5,1,1,11,0,1,1,3,903,0.07390350877192982,0.48233805668016194
357,5,0,0,0,15,0,0,28,1,39,8,2,14,4.0,1,1,8,0,9,1,3,1060,0.16614357864357865,0.46765873015873016
358,1,0,0,0,0,0,0,1,0,1,0,0,0,3.5,1,0,0,0,1,1,1,855,0.1438095238095238,0.49857142857142855
359,3,0,0,0,11,1,6,87,12,93,18,12,9,4.0,1,1,12,0,6,1,3,1007,0.19642857142857142,0.41944444444444445
360,4,1,0,0,2,0,12,16,1,32,5,4,12,3.5,1,1,16,0,3,1,3,481,0.8,0.75
361,4,0,0,0,0,0,0,3,0,3,2,0,1,4.0,1,1,0,0,3,3,4,711,0.17142857142857143,0.45892857142857146
362,3,9,3,3,685,83,18,1046,54,4530,3448,3691,3789,4.0,1,1,49,0,20,2,3,718,0.23027210884353738,0.4491496598639456
363,1,0,0,0,0,0,0,1,0,4,0,0,2,4.0,1,1,25,0,1,1,1,813,-0.0762396694214876,0.3890495867768594
364,1,0,0,0,0,0,0,4,0,2,1,0,1,3.5,1,1,14,0,1,1,2,829,0.17708333333333337,0.6107638888888889
365,5,0,1,0,0,0,0,2,0,0,1,0,0,4.0,1,1,0,0,2,2,5,237,0.41026785714285713,0.7276785714285714
366,3,1,0,0,54,4,741,123,6,84,22,24,25,3.5,1,1,6,0,14,5,3,384,0.13333333333333333,0.5416666666666666
367,5,0,0,1,12,0,7,19,0,14,5,1,4,4.0,1,2,7,0,5,2,3,712,0.4514285714285714,0.5742857142857142
368,5,0,0,0,0,0,0,18,0,6,1,1,1,4.0,1,3,0,0,11,3,3,530,0.0,0.0
369,5,0,0,0,0,0,0,11,0,2,2,0,1,4.0,1,2,2,0,4,1,4,448,0.15,0.05
370,5,0,0,0,0,0,0,9,0,0,0,0,0,4.0,1,2,0,0,3,1,4,195,0.0,0.0
371,3,0,0,0,0,0,0,3,0,0,0,0,0,4.5,1,2,0,0,1,1,3,113,0.2333333333333333,0.26666666666666666
372,3,0,0,0,0,0,0,11,0,5,1,0,1,4.0,1,1,33,0,4,1,3,210,0.35,0.525
373,3,0,0,0,105,6,0,276,9,224,118,59,143,4.0,1,1,57,0,28,2,3,587,0.26188016528925623,0.47790404040404044
374,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,1,1510,0.19023484848484848,0.46556060606060595
375,4,0,0,0,0,1,0,59,1,41,18,4,14,3.5,1,1,6,0,5,2,3,867,0.23015873015873017,0.5307142857142858
376,1,0,0,0,2,0,0,48,1,69,34,2,38,3.5,1,2,22,0,5,2,3,768,0.11404761904761904,0.43047619047619046
377,4,1,0,0,62,11,0,218,25,430,254,93,192,3.5,0,2,45,0,10,2,3,1225,0.19312012987012978,0.4803995726495726
378,5,1,0,0,23,0,5,102,8,106,17,11,22,4.0,1,2,25,0,8,1,4,676,0.28397435897435896,0.4442307692307692
379,2,0,0,0,3,0,0,3,1,0,0,0,0,4.0,0,1,26,0,1,1,3,431,0.15714285714285717,0.7285714285714285
380,5,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,2,15,0,1,1,5,543,0.18106060606060606,0.39166666666666666
381,4,0,1,0,4,0,0,65,0,33,17,2,9,4.0,1,1,24,0,4,1,3,1187,0.017708333333333322,0.3318910256410257
382,5,0,0,0,6,1,0,4,0,4,0,0,0,4.0,1,1,12,0,2,1,4,373,0.2703787878787879,0.5466666666666666
383,4,0,0,0,5,1,0,24,0,6,4,3,4,4.0,1,1,1,0,4,1,3,828,0.14814814814814814,0.31296296296296294
384,1,0,0,0,0,0,0,3,0,1,1,0,1,4.0,1,1,12,0,2,1,3,422,-0.2851190476190476,0.7627976190476191
385,5,1,3,2,71,4,35,63,1,114,63,32,74,4.5,1,3,46,0,6,1,3,866,0.3318181818181818,0.5272727272727272
386,4,0,0,0,0,1,0,7,0,4,1,0,0,4.0,1,1,0,0,5,2,3,230,0.38749999999999996,0.5215277777777777
387,3,0,0,0,118,10,0,511,5,427,245,155,129,3.5,0,1,32,0,21,3,3,1073,-0.02392857142857143,0.5660714285714284
388,4,1,0,0,7,0,0,19,0,35,4,2,6,4.0,1,2,12,0,5,2,3,1055,0.1998511904761905,0.36770833333333336
389,4,0,0,0,26,2,0,184,8,121,49,26,35,4.0,1,1,25,0,16,3,4,773,0.3431372549019608,0.6437908496732027
390,2,2,0,0,18,1,0,138,2,143,38,25,38,3.5,2,2,9,0,6,1,3,840,0.10064102564102564,0.46196581196581205
391,5,0,0,0,0,0,0,10,0,1,1,0,0,4.0,1,1,0,0,10,10,4,230,0.31111111111111106,0.5916666666666667
392,5,0,0,0,47,0,0,12,0,27,5,1,8,4.0,1,2,25,0,2,1,3,520,0.7,0.875
393,4,0,0,0,0,0,0,10,0,2,2,0,5,3.5,1,1,22,0,8,5,3,556,0.4125,0.6
394,4,0,0,0,0,0,0,9,0,0,0,0,0,4.0,1,1,0,0,5,4,3,489,0.16938311688311689,0.6549675324675325
395,4,0,0,0,2,0,0,16,0,5,3,1,0,3.5,1,1,20,0,3,1,3,1138,0.31745454545454543,0.5654040404040405
396,5,0,0,0,2,0,0,4,0,1,1,1,1,4.0,1,1,2,0,4,4,5,635,0.49567099567099565,0.6666666666666666
397,1,0,0,0,0,0,0,4,0,0,0,0,3,4.0,1,2,0,0,2,1,2,810,-0.075,0.4716666666666667
398,5,0,0,0,1,0,0,1,0,1,1,0,0,4.0,1,0,27,0,1,1,5,150,0.625,0.5750000000000001
399,4,0,0,0,0,0,0,43,1,37,5,0,14,3.5,0,2,33,0,5,1,2,981,0.296376811594203,0.5659420289855072
400,5,0,0,0,7,0,2,6,1,1,1,0,1,4.0,1,2,1,0,2,1,4,80,0.3,0.9
401,4,0,0,0,38,1,0,3,0,5,0,1,0,4.0,1,1,22,0,1,1,3,411,0.0892857142857143,0.5428571428571429
402,2,0,0,0,6,1,0,22,0,3,4,2,3,3.5,1,1,19,0,4,1,3,497,0.2,0.575
403,5,0,0,0,9,1,0,9,1,4,0,0,2,4.5,1,1,10,0,2,1,3,367,0.2979166666666667,0.48541666666666666
404,3,0,0,0,0,0,1,40,0,14,6,4,3,4.0,1,0,0,0,9,2,3,193,0.2875,0.3875
405,1,0,0,0,0,1,0,1,0,2,0,0,0,4.0,1,1,0,0,1,1,1,193,0.5,0.7333333333333334
406,3,8,0,3,84,0,11,60,1,35,8,6,6,4.5,1,3,60,0,19,3,4,361,0.10903846153846154,0.34801282051282045
407,5,0,0,0,0,1,0,9,3,5,1,0,2,4.0,0,1,15,0,6,3,4,438,0.3916666666666667,0.6375000000000001
408,4,0,0,0,0,0,0,3,0,2,0,0,0,2.5,0,1,7,0,2,1,4,705,0.25,0.5583333333333333
409,5,0,0,0,1,0,0,12,0,6,1,1,0,4.0,1,0,12,0,3,1,3,1484,0.3,0.6380952380952382
410,4,0,0,0,0,0,0,7,0,0,0,0,0,3.5,1,1,19,0,6,3,4,169,-0.09999999999999999,0.44999999999999996
411,4,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,4,542,0.2232142857142857,0.6169642857142857
412,3,0,0,0,40,4,36,114,24,169,89,22,16,2.0,0,1,37,0,5,1,3,434,0.17857142857142858,0.34761904761904766
413,3,0,0,0,9,0,0,27,0,12,4,4,7,4.0,1,0,2,0,10,3,3,1284,0.3875,0.5375000000000001
414,4,0,0,0,2,0,3,35,1,13,2,1,2,3.5,1,1,22,0,8,3,3,306,-0.08750000000000001,0.31875
415,5,0,0,0,29,1,0,26,1,22,6,1,6,4.0,1,1,14,0,8,2,4,633,0.23333333333333336,0.375
416,1,0,0,0,0,0,0,3,0,2,0,0,0,4.0,1,1,0,0,2,1,2,435,-0.11500000000000002,0.4800000000000001
417,4,0,0,0,29,0,11,6,0,1,1,14,0,4.0,1,1,5,0,5,3,4,41,0.4,0.375
418,4,6,1,0,6,0,0,4,0,6,1,0,0,4.0,1,1,10,0,3,2,4,523,0.30426240426240425,0.38992673992673993
419,4,0,1,0,32,6,0,77,2,82,38,41,24,4.0,1,2,26,0,13,4,3,547,0.275,0.21666666666666667
420,3,0,0,0,4,1,0,18,0,5,2,1,2,4.0,1,1,15,0,5,1,3,406,0.24047619047619048,0.7380952380952382
421,4,0,0,0,2,1,2,24,0,5,1,1,3,3.5,1,1,10,0,8,3,2,474,0.1951048951048951,0.5452214452214453
422,2,0,0,0,0,0,0,80,2,40,7,0,8,3.5,1,1,35,0,7,1,3,714,0.20961538461538462,0.49294871794871803
423,1,0,0,0,0,0,0,6,0,0,0,0,0,4.0,1,1,0,0,6,6,2,546,0.13347763347763347,0.4978835978835978
424,3,1,0,0,149,15,2,114,1,182,124,67,51,4.0,1,1,42,0,5,1,3,1082,0.42937062937062936,0.4594405594405595
425,4,0,0,1,49,9,7,147,3,263,129,47,94,4.0,1,1,13,0,6,1,4,2712,0.1413068181818182,0.49085858585858605
426,1,0,0,0,0,0,0,1,0,0,0,0,0,3.5,1,2,0,0,1,1,1,475,-0.0875,0.2375
427,4,0,0,1,26,0,0,73,1,48,13,4,11,4.0,1,1,7,0,6,2,3,607,-0.15,0.575
428,2,0,0,0,0,0,0,5,0,1,0,0,0,4.0,1,1,0,0,5,5,3,484,-0.030208333333333323,0.48854166666666665
429,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,5,754,0.3076704545454545,0.4266098484848485
430,5,0,0,0,0,0,0,23,0,1,0,0,0,4.0,1,1,16,0,22,11,3,542,0.129792663476874,0.5383094098883572
